,id,capnum,datacaptura,idecadastro,numlegislatura,nomeparlamentar,sexo,profissao,legendapartidoeleito,ufeleito,condicao,situacaomandato,matricula,gabinete,anexo,fone
564,552,2,2015-11-02 13:14:39,74172,55,DELEY,M,ATLETA PROFISSIONAL E TECNICO EM DESPORTOS,PTB,RJ,Titular,Em Exercício,298,742,4,3215-5742
565,218,2,2015-11-02 13:14:39,160546,54,ARMANDO VERGÍLIO,M,Corretor de Seguros,PMN,GO,Titular,Em Exercício,416,0,0,
566,1290,2,2015-11-02 13:14:39,74253,55,JULIO LOPES,M,"Administrador de Empresas, Professor",PP,RJ,Titular,Em Exercício,308,544,4,3215-5544
567,1682,2,2015-11-02 13:14:39,160561,54,MISSIONÁRIO JOSÉ OLIMPIO,M,Comerciante,PP,SP,Titular,Em Exercício,375,0,0,
568,1907,2,2015-11-02 13:14:39,160593,54,PAULO WAGNER,M,Apresentador de Televisão,PV,RN,Titular,Vacância,126,0,0,
569,2410,2,2015-11-02 13:14:39,74490,52,WASHINGTON LUIZ,M,"Funcionário Público, Historiador.",PT,MA,Suplente,Em Exercício,551,0,0,
570,411,2,2015-11-02 13:14:39,141398,55,CARLOS ZARATTINI,M,ECONOMISTA,PT,SP,Titular,Em Exercício,398,808,4,3215-5808
571,203,2,2015-11-02 13:14:39,74648,52,ARACELY DE PAULA,M,Advogado,DEM,MG,Titular,Em Exercício,223,0,0,
572,841,2,2015-11-02 13:14:39,137983,52,FRANCISCO ESCÓRCIO,M,Empresário,PMDB,MA,Suplente,Suplência,615,0,0,
573,923,2,2015-11-02 13:14:39,74419,52,GONZAGA PATRIOTA,M,"Advogado, Contador , Administrador de Empresas e Jornalista.",PSB,PE,Titular,Em Exercício,143,0,0,
574,2445,2,2015-11-02 13:14:39,74797,52,XICO GRAZIANO,M,"Engenheiro Agrônomo, Professor Universitário e Agricultor",PSDB,SP,Efetivado,Licenciado,584,0,0,
575,1643,2,2015-11-02 13:14:39,178827,54,MAX FILHO,M,,PTB,ES,Efetivado,Em Exercício,655,0,0,
576,2063,2,2015-11-02 13:14:39,161903,54,ROBERTO DORNER,M,,PP,MT,Efetivado,Em Exercício,519,0,0,
577,1070,2,2015-11-02 13:14:39,74528,53,JERÔNIMO REIS,M,Comerciante e Político,PFL,SE,Titular,Vacância,176,0,0,
578,1190,2,2015-11-02 13:14:39,74140,53,JOSÉ CARLOS ARAÚJO,M,Administrador.,PL,BA,Titular,Em Exercício,197,0,0,
579,433,2,2015-11-02 13:14:39,178838,55,CÉSAR MESSIAS,M,Pecuarista,PSB,AC,Titular,Em Exercício,55,956,4,3215-5956
580,1965,2,2015-11-02 13:14:39,160639,55,PROFESSORA DORINHA SEABRA REZENDE,F,Professora Universitária,DEM,TO,Titular,Em Exercício,67,432,4,3215-5432
581,1406,2,2015-11-02 13:14:39,141484,53,LÚCIO VALE,M,ADMINISTRADOR DE EMPRESAS,PMDB,PA,Titular,Em Exercício,29,0,0,
582,647,2,2015-11-02 13:14:39,141418,54,EDSON APARECIDO,M,HISTORIADOR,PSDB,SP,Titular,Licenciado,351,0,0,
583,875,2,2015-11-02 13:14:39,141442,53,GERALDO PUDIM,M,Administrador Público e Técnico em Edificações,PMDB,RJ,Titular,Em Exercício,305,0,0,
584,1155,2,2015-11-02 13:14:39,74686,52,JORGE BITTAR,M,Engenheiro Eletrônico,PT,RJ,Titular,Em Exercício,310,0,0,
585,1477,2,2015-11-02 13:14:39,149327,53,MAJOR FÁBIO,M,,PFL,PB,Efetivado,Em Exercício,550,0,0,
586,2197,2,2015-11-02 13:14:39,74403,52,SELMA SCHONS,F,Professora,PT,PR,Efetivado,Em Exercício,518,0,0,
587,96,2,2015-11-02 13:14:39,74057,53,ALICE PORTUGAL,F,Química Industrial e Farmacêutica Bioquímica,PCdoB,BA,Titular,Em Exercício,180,0,0,
588,95,2,2015-11-02 13:14:39,74057,52,ALICE PORTUGAL,F,Química Industrial e Farmacêutica Bioquímica,PCdoB,BA,Titular,Em Exercício,180,0,0,
589,1283,2,2015-11-02 13:14:39,74317,55,JÚLIO CESAR,M,"PROFESSOR, ADVOGADO E PRODUTOR RURAL",PSD,PI,Titular,Em Exercício,114,944,4,3215-5944
590,381,2,2015-11-02 13:14:39,178962,55,CARLOS GOMES,M,,PRB,RS,Titular,Em Exercício,492,285,3,3215-5285
591,631,2,2015-11-02 13:14:39,141417,54,EDIO LOPES,M,Servidor Público,PMDB,RR,Titular,Em Exercício,2,0,0,
592,849,2,2015-11-02 13:14:39,73981,53,FRANCISCO RODRIGUES,M,Engenheiro Agrônomo,PFL,RR,Titular,Vacância,3,0,0,
593,452,2,2015-11-02 13:14:39,74000,52,CHICO DA PRINCESA,M,Contador,PSDB,PR,Titular,Em Exercício,446,0,0,
594,868,2,2015-11-02 13:14:39,160669,55,GENECIAS NORONHA,M,Empresário,SD,CE,Titular,Em Exercício,99,244,4,3215-5244
595,1996,2,2015-11-02 13:14:39,74161,55,REGINALDO LOPES,M,ECONOMISTA,PT,MG,Titular,Em Exercício,272,426,4,3215-5426
596,1831,2,2015-11-02 13:14:39,160642,55,PASTOR EURICO,M,"Comerciário, Comunicador de Rádio",PSB,PE,Titular,Em Exercício,155,906,4,3215-5906
597,1952,2,2015-11-02 13:14:39,73486,53,POMPEO DE MATTOS,M,Advogado e Bancário,PDT,RS,Titular,Em Exercício,505,0,0,
598,1056,2,2015-11-02 13:14:39,73926,55,JANETE CAPIBERIBE,F,,PSB,AP,Titular,Em Exercício,10,209,4,3215-5209
599,1268,2,2015-11-02 13:14:39,74351,55,JOSUÉ BENGTSON,M,Pastor Evangélico,PTB,PA,Titular,Em Exercício,30,505,4,3215-5505
600,1287,2,2015-11-02 13:14:39,73586,55,JÚLIO DELGADO,M,CONSULTOR E ADVOGADO,PSB,MG,Titular,Em Exercício,250,323,4,3215-5323
601,1625,2,2015-11-02 13:14:39,74045,53,MAURÍCIO RANDS,M,ADVOGADO,PT,PE,Titular,Em Exercício,138,0,0,
602,604,2,2015-11-02 13:14:39,73459,53,DR. ROSINHA,M,Médico e Servidor Público,PT,PR,Titular,Em Exercício,449,0,0,
603,1761,2,2015-11-02 13:14:39,166401,55,NILSON LEITÃO,M,,PSDB,MT,Titular,Em Exercício,405,825,4,3215-5825
604,787,2,2015-11-02 13:14:39,141431,54,FERNANDO COELHO FILHO,M,Administrador de Empresas,PSB,PE,Titular,Em Exercício,158,0,0,
605,1563,2,2015-11-02 13:14:39,141500,53,MARCOS MONTES,M,"MÉDICO, PROFESSOR DE MEDICINA, MÉDICO DO TRABALHO",PFL,MG,Titular,Em Exercício,257,0,0,
606,2453,2,2015-11-02 13:14:39,73931,55,ZÉ GERALDO,M,Agricultor,PT,PA,Titular,Em Exercício,25,266,3,3215-5266
607,601,2,2015-11-02 13:14:39,74027,52,DR. RIBAMAR ALVES,M,MEDICO,PSB,MA,Titular,Em Exercício,74,0,0,
608,1823,2,2015-11-02 13:14:39,160670,54,PADRE TON,M,,PT,RO,Titular,Em Exercício,48,0,0,
609,1080,2,2015-11-02 13:14:39,141503,55,JÔ MORAES,F,FUNCIONÁRIA PÚBLICA,PCdoB,MG,Titular,Em Exercício,246,322,4,3215-5322
610,859,2,2015-11-02 13:14:39,129037,54,GABRIEL GUIMARÃES,M,Advogado,PT,MG,Titular,Em Exercício,244,0,0,
611,31,2,2015-11-02 13:14:39,136811,52,AFONSO HAMM,M,Engenheiro Agrônomo,PPB,RS,Suplente,Suplência,605,0,0,
612,1780,2,2015-11-02 13:14:39,73782,53,ODÍLIO BALBINOTTI,M,Agropecuarista e Empresário,PMDB,PR,Titular,Em Exercício,459,0,0,
613,562,2,2015-11-02 13:14:39,178929,55,DIEGO GARCIA,M,Autônomo,PHS,PR,Titular,Em Exercício,447,745,4,3215-5745
614,1326,2,2015-11-02 13:14:39,74856,52,LAURA CARNEIRO,F,Advogada e Servidora Pública Federal,DEM,RJ,Titular,Em Exercício,311,0,0,
615,1021,2,2015-11-02 13:14:39,74846,52,ITAMAR SERPA,M,Químico Industrial,PSDB,RJ,Efetivado,Em Exercício,539,0,0,
616,1961,2,2015-11-02 13:14:39,148134,53,PROFESSOR VICTORIO GALLI,M,,PMDB,MT,Suplente,Suplência,545,0,0,
617,556,2,2015-11-02 13:14:39,73704,52,DERVAL DE PAIVA,M,"Advogado, Pecuarista",PMDB,TO,Suplente,Suplência,558,0,0,
618,2101,2,2015-11-02 13:14:39,141535,55,ROGÉRIO MARINHO,M,,PSDB,RN,Titular,Em Exercício,124,446,4,3215-5446
619,349,2,2015-11-02 13:14:39,178891,55,CAIO NARCIO,M,,PSDB,MG,Titular,Em Exercício,225,431,4,3215-5431
620,1429,2,2015-11-02 13:14:39,73778,52,LUIZ CARLOS HAULY,M,Economista e Professor,PSDB,PR,Titular,Em Exercício,454,0,0,
621,1998,2,2015-11-02 13:14:39,89282,54,REGUFFE,M,"Economista, Jornalista",PDT,DF,Titular,Em Exercício,413,0,0,
622,542,2,2015-11-02 13:14:39,141413,54,DÉCIO LIMA,M,Professor de Ensino Médio e Advogado,PT,SC,Titular,Em Exercício,475,0,0,
623,1987,2,2015-11-02 13:14:39,74048,53,RAUL JUNGMANN,M,OUTROS,PPS,PE,Titular,Em Exercício,155,0,0,
624,429,2,2015-11-02 13:14:39,160664,54,CESAR COLNAGO,M,Médico,PSDB,ES,Titular,Vacância,276,0,0,
625,1316,2,2015-11-02 13:14:39,74396,52,KELLY MORAES,F,SERVIDOR PUBLICO MUNICIPAL,PTB,RS,Titular,Vacância,502,0,0,
626,127,2,2015-11-02 13:14:39,74471,54,ANDRÉ DE PAULA,M,Advogado.,DEM,PE,Efetivado,Licenciado,647,0,0,
627,386,2,2015-11-02 13:14:39,74163,55,CARLOS MANATO,M,MEDICO,SD,ES,Titular,Em Exercício,275,313,4,3215-5313
628,1545,2,2015-11-02 13:14:39,133373,52,MARCO MAIA,M,Industriário (Metalúrgico),PT,RS,Efetivado,Em Exercício,575,0,0,
629,2108,2,2015-11-02 13:14:39,74051,52,ROGÉRIO TEÓFILO,M,Advogado,DEM,AL,Titular,Em Exercício,170,0,0,
630,634,2,2015-11-02 13:14:39,73599,53,EDIR OLIVEIRA,M,Radialista,PTB,RS,Suplente,Suplência,614,0,0,
631,486,2,2015-11-02 13:14:39,141334,52,CLÓVIS CORRÊA,M,,PSB,PE,Suplente,Em Exercício,624,0,0,
632,1232,2,2015-11-02 13:14:39,74426,52,JOSÉ MÚCIO MONTEIRO,M,Engenheiro Civil,PSDB,PE,Titular,Em Exercício,150,0,0,
633,605,2,2015-11-02 13:14:39,73459,54,DR. ROSINHA,M,Médico e Servidor Público,PT,PR,Titular,Em Exercício,449,0,0,
634,44,2,2015-11-02 13:14:39,173269,54,AKIRA OTSUBO,M,,PMDB,MS,Efetivado,Em Exercício,638,0,0,
635,177,2,2015-11-02 13:14:39,74373,52,ANTÔNIO CARLOS BIFFI,M,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,PT,MS,Titular,Em Exercício,432,0,0,
636,1324,2,2015-11-02 13:14:39,141478,55,LAERTE BESSA,M,DELEGADO DE POLÍCIA,PR,DF,Titular,Em Exercício,412,340,4,3215-5340
637,1273,2,2015-11-02 13:14:39,74276,52,JOVINO CÂNDIDO,M,OUTROS,PV,SP,Titular,Em Exercício,368,0,0,
638,32,2,2015-11-02 13:14:39,136811,53,AFONSO HAMM,M,Engenheiro Agrônomo,PP,RS,Titular,Em Exercício,487,0,0,
639,1712,2,2015-11-02 13:14:39,141510,54,NEILTON MULIM,M,PROFESSOR DE MATEMÁTICA,PR,RJ,Titular,Vacância,315,0,0,
640,568,2,2015-11-02 13:14:39,160599,55,DIMAS FABIANO,M,,PP,MG,Titular,Em Exercício,231,325,4,3215-5325
641,333,2,2015-11-02 13:14:39,160589,54,BRUNA FURLAN,F,,PSDB,SP,Titular,Em Exercício,335,0,0,
642,518,2,2015-11-02 13:14:39,74060,54,DANIEL ALMEIDA,M,Industriário,PCdoB,BA,Titular,Em Exercício,188,0,0,
643,170,2,2015-11-02 13:14:39,160553,54,ANTONIO BRITO,M,Administrador de Empresas,PTB,BA,Titular,Em Exercício,189,0,0,
644,48,2,2015-11-02 13:14:39,74018,53,ALBÉRICO FILHO,M,Servidor Público,PMDB,MA,Suplente,Suplência,594,0,0,
645,1043,2,2015-11-02 13:14:39,74847,55,JAIR BOLSONARO,M,Militar,PP,RJ,Titular,Em Exercício,302,482,3,3215-5482
646,2390,2,2015-11-02 13:14:39,141558,54,WALDIR MARANHÃO,M,Médico Veterinário,PP,MA,Titular,Em Exercício,84,0,0,
647,52,2,2015-11-02 13:14:39,73579,53,ALBERTO FRAGA,M,MILITAR,PFL,DF,Titular,Em Exercício,408,0,0,
648,232,2,2015-11-02 13:14:39,74291,53,ARNON BEZERRA,M,Médico,PTB,CE,Titular,Em Exercício,90,0,0,
649,1168,2,2015-11-02 13:14:39,73569,54,JORGE PINHEIRO,M,"Técnico Contabilidade, Estatística, Economia Doméstica e Administração",PRB,GO,Suplente,Suplência,548,0,0,
650,398,2,2015-11-02 13:14:39,74262,53,CARLOS SAMPAIO,M,Promotor de Justiça.,PSDB,SP,Titular,Em Exercício,338,0,0,
651,632,2,2015-11-02 13:14:39,141417,55,EDIO LOPES,M,Servidor Público,PMDB,RR,Titular,Em Exercício,2,408,4,3215-5408
652,745,2,2015-11-02 13:14:39,74345,54,EVANDRO MILHOMEN,M,Sociólogo,PCdoB,AP,Titular,Em Exercício,11,0,0,
653,1020,2,2015-11-02 13:14:39,159264,53,ITAMAR ROCHA,M,,PMDB,RN,Suplente,Suplência,624,0,0,
654,587,2,2015-11-02 13:14:39,74705,52,DR. EVILÁSIO,M,Médico,PSB,SP,Titular,Vacância,356,0,0,
655,2122,2,2015-11-02 13:14:39,74813,54,RONALDO CAIADO,M,"Médico, Professor e Produtor Rural",DEM,GO,Titular,Em Exercício,429,0,0,
656,837,2,2015-11-02 13:14:39,172029,54,FRANCISCO CHAGAS,M,,PT,SP,Efetivado,Em Exercício,626,0,0,
657,990,2,2015-11-02 13:14:39,74780,54,IARA BERNARDI,F,Professora,PT,SP,Efetivado,Em Exercício,618,0,0,
658,90,2,2015-11-02 13:14:39,141454,53,ALFREDO KAEFER,M,Industrial,PSDB,PR,Titular,Em Exercício,451,0,0,
659,635,2,2015-11-02 13:14:39,73794,52,EDISON ANDRINO,M,Empresário e Bacharel em Direito,PMDB,SC,Suplente,Suplência,544,0,0,
660,206,2,2015-11-02 13:14:39,74103,52,ARIOSTO HOLANDA,M,Professor Universitário e Engenheiro Civil,PSDB,CE,Titular,Em Exercício,92,0,0,
661,2212,2,2015-11-02 13:14:39,141541,53,SERGIO PETECÃO,M,"TÉCNICO EM CONTABILIDADE, EMPRESÁRIO",PMN,AC,Titular,Em Exercício,59,0,0,
662,886,2,2015-11-02 13:14:39,141444,53,GERÔNIMO DA ADEFAL,M,Técnico em Edificações,PFL,AL,Titular,Vacância,170,0,0,
663,1374,2,2015-11-02 13:14:39,74585,55,LINCOLN PORTELA,M,Radialista e Comunicador.,PR,MG,Titular,Em Exercício,243,615,4,3215-5615
664,1954,2,2015-11-02 13:14:39,160601,55,PR. MARCO FELICIANO,M,"Conferencista, Empresário, Pastor Evangélico",PSC,SP,Titular,Em Exercício,379,254,4,3215-5254
665,946,2,2015-11-02 13:14:39,74053,52,HELENO SILVA,M,"Locutor, Pastor Evangélico, Técnico Agrícola",PL,SE,Titular,Em Exercício,173,0,0,
666,64,2,2015-11-02 13:14:39,73428,53,ALDO REBELO,M,Jornalista e Redator,PCdoB,SP,Titular,Em Exercício,331,0,0,
667,2276,2,2015-11-02 13:14:39,74289,53,TATICO,M,COMERCIANTE,PTB,GO,Titular,Em Exercício,414,0,0,
668,243,2,2015-11-02 13:14:39,160600,55,ARTHUR OLIVEIRA MAIA,M,Advogado,SD,BA,Titular,Em Exercício,192,830,4,3215-5830
669,165,2,2015-11-02 13:14:39,123756,54,ANTÔNIA LÚCIA,F,Economista,PSC,AC,Titular,Em Exercício,53,0,0,
670,2151,2,2015-11-02 13:14:39,74371,54,RUBENS OTONI,M,"Professor Universitário, Consultor Jurídico e Consultor de Empresas.",PT,GO,Titular,Em Exercício,425,0,0,
671,1985,2,2015-11-02 13:14:39,141523,54,RAUL HENRY,M,ECONOMISTA,PMDB,PE,Titular,Vacância,163,0,0,
672,1866,2,2015-11-02 13:14:39,160517,54,PAULO FOLETTO,M,Médico,PSB,ES,Titular,Em Exercício,280,0,0,
673,2356,2,2015-11-02 13:14:39,178888,55,VICTOR MENDES,M,Advogado(a),PV,MA,Titular,Em Exercício,82,580,3,3215-5580
674,427,2,2015-11-02 13:14:39,73441,55,CELSO RUSSOMANNO,M,"Apresentador de Televisão, Repórter e Bacharel em Direito",PRB,SP,Titular,Em Exercício,347,960,4,3215-5960
675,1057,2,2015-11-02 13:14:39,141455,53,JANETE ROCHA PIETÁ,F,Professora e Arquiteta,PT,SP,Titular,Em Exercício,358,0,0,
676,1526,2,2015-11-02 13:14:39,74300,53,MARCELO TEIXEIRA,M,"Engenheiro Civil, Engenheiro Químico e Professor Universitário",PSDB,CE,Titular,Em Exercício,99,0,0,
677,1061,2,2015-11-02 13:14:39,131943,55,JARBAS VASCONCELOS,M,"Advogado(a),Funcionário Público",PMDB,PE,Titular,Em Exercício,147,304,4,3215-5304
678,1096,2,2015-11-02 13:14:39,74366,55,JOÃO CAMPOS,M,Delegado de Polícia,PSDB,GO,Titular,Em Exercício,418,315,4,3215-5315
679,2420,2,2015-11-02 13:14:39,74043,52,WELLINGTON ROBERTO,M,Não informada,PTB,PB,Titular,Em Exercício,136,0,0,
680,1335,2,2015-11-02 13:14:39,141481,53,LEANDRO SAMPAIO,M,Engenheiro Agrônomo,PPS,RJ,Titular,Em Exercício,308,0,0,
681,1851,2,2015-11-02 13:14:39,74390,52,PAULO AFONSO,M,SERVIDOR PUBLICO ESTADUAL,PMDB,SC,Titular,Em Exercício,482,0,0,
682,167,2,2015-11-02 13:14:39,141387,54,ANTÔNIO ANDRADE,M,Engenheiro Civil e Produtor Rural,PMDB,MG,Titular,Vacância,227,0,0,
683,966,2,2015-11-02 13:14:39,73772,52,HERMES PARCIANELLO,M,Contador,PMDB,PR,Titular,Em Exercício,448,0,0,
684,2406,2,2015-11-02 13:14:39,160609,54,WALTER TOSTA,M,Autônomo,PMN,MG,Titular,Em Exercício,267,0,0,
685,1011,2,2015-11-02 13:14:39,74162,53,IRINY LOPES,F,OUTROS,PT,ES,Titular,Licenciado,273,0,0,
686,1215,2,2015-11-02 13:14:39,141470,55,JOSÉ GUIMARÃES,M,ADVOGADO,PT,CE,Titular,Em Exercício,103,306,4,3215-5306
687,15,2,2015-11-02 13:14:39,178890,55,ADELMO CARNEIRO LEÃO,M,Professor(a),PT,MG,Suplente,Em Exercício,221,231,4,3215-5231
688,1760,2,2015-11-02 13:14:39,166401,54,NILSON LEITÃO,M,,PSDB,MT,Titular,Em Exercício,573,0,0,
689,2305,2,2015-11-02 13:14:39,74494,52,VADINHO BAIÃO,M,Tecnólogo em Cooperativismo,PT,MG,Efetivado,Em Exercício,560,0,0,
690,2078,2,2015-11-02 13:14:39,73558,52,ROBSON TUMA,M,Empresário e Advogado,DEM,SP,Titular,Em Exercício,386,0,0,
691,1561,2,2015-11-02 13:14:39,74634,53,MARCOS MEDRADO,M,Administrador de Empresa e Radialista,PDT,BA,Titular,Em Exercício,200,0,0,
692,1679,2,2015-11-02 13:14:39,74862,54,MIRO TEIXEIRA,M,Advogado,PDT,RJ,Titular,Em Exercício,317,0,0,
693,344,2,2015-11-02 13:14:39,74577,52,CABO JÚLIO,M,Militar Reformado,PST,MG,Titular,Em Exercício,224,0,0,
694,1031,2,2015-11-02 13:14:39,4931,55,IZALCI,M,"Contador, Professor",PSDB,DF,Titular,Em Exercício,408,602,4,3215-5602
695,40,2,2015-11-02 13:14:39,160527,54,AGUINALDO RIBEIRO,M,Administrador,PP,PB,Titular,Em Exercício,129,0,0,
696,2179,2,2015-11-02 13:14:39,73676,53,SANDRO MABEL,M,EMPRESARIO,PL,GO,Titular,Em Exercício,431,0,0,
697,242,2,2015-11-02 13:14:39,160600,54,ARTHUR OLIVEIRA MAIA,M,Advogado,PMDB,BA,Titular,Em Exercício,192,0,0,
698,1520,2,2015-11-02 13:14:39,141494,53,MARCELO MELO,M,Empresário,PMDB,GO,Titular,Em Exercício,423,0,0,
699,184,2,2015-11-02 13:14:39,74058,54,ANTONIO CARLOS MAGALHÃES NETO,M,Advogado,DEM,BA,Titular,Vacância,181,0,0,
700,219,2,2015-11-02 13:14:39,73434,52,ARNALDO FARIA DE SÁ,M,"Contabilista, Radialista, Professor e Advogado",PTB,SP,Titular,Em Exercício,337,0,0,
701,1598,2,2015-11-02 13:14:39,74177,54,MARINHA RAUPP,F,"Psicóloga, Técnica em Assuntos Educacionais, Professora e Servidora Pública",PMDB,RO,Titular,Em Exercício,50,0,0,
702,1710,2,2015-11-02 13:14:39,74491,54,NAZARENO FONTELES,M,Médico,PT,PI,Suplente,Suplência,530,0,0,
703,873,2,2015-11-02 13:14:39,145895,54,GERA ARRUDA,M,,PMDB,CE,Suplente,Suplência,592,0,0,
704,1539,2,2015-11-02 13:14:39,178899,55,MARCIO MONTEIRO,M,Agropecuarista,PSDB,MS,Titular,Licenciado,439,0,0,
705,1285,2,2015-11-02 13:14:39,73586,53,JÚLIO DELGADO,M,CONSULTOR E ADVOGADO,PSB,MG,Titular,Em Exercício,250,0,0,
706,1767,2,2015-11-02 13:14:39,74352,55,NILSON PINTO,M,Professor,PSDB,PA,Titular,Em Exercício,31,527,4,3215-5527
707,2168,2,2015-11-02 13:14:39,178990,55,SAMUEL MOREIRA,M,Engenheiro Civil,PSDB,SP,Titular,Em Exercício,389,921,4,3215-5921
708,532,2,2015-11-02 13:14:39,73891,53,DARCÍSIO PERONDI,M,Médico,PMDB,RS,Titular,Em Exercício,491,0,0,
709,1074,2,2015-11-02 13:14:39,160531,54,JHONATAN DE JESUS,M,Empresário,PRB,RR,Titular,Em Exercício,5,0,0,
710,839,2,2015-11-02 13:14:39,178387,54,FRANCISCO DE ASSIS,M,,PT,SC,Suplente,Suplência,652,0,0,
711,1158,2,2015-11-02 13:14:39,74388,52,JORGE BOEIRA,M,Engenheiro Mecânico.,PT,SC,Titular,Em Exercício,475,0,0,
712,10,2,2015-11-02 13:14:39,178864,55,ADAIL CARNEIRO,M,,PHS,CE,Titular,Em Exercício,92,335,4,3215-5335
713,732,2,2015-11-02 13:14:39,160649,54,ESPERIDIÃO AMIN,M,"Administrador, Advogado, Professor Universitário",PP,SC,Titular,Em Exercício,471,0,0,
714,494,2,2015-11-02 13:14:39,74097,52,CONFÚCIO MOURA,M,"Médico, Pecuarista e Professor",PMDB,RO,Titular,Vacância,45,0,0,
715,955,2,2015-11-02 13:14:39,74324,53,HENRIQUE EDUARDO ALVES,M,Bacharel em Direito,PMDB,RN,Titular,Em Exercício,123,0,0,
716,1759,2,2015-11-02 13:14:39,74751,55,NILMÁRIO MIRANDA,M,,PT,MG,Suplente,Suplência,542,0,0,
717,1940,2,2015-11-02 13:14:39,141445,55,PEPE VARGAS,M,Médico,PT,RS,Titular,Licenciado,503,0,0,
718,368,2,2015-11-02 13:14:39,74290,54,CARLOS ALBERTO LERÉIA,M,Radialista,PSDB,GO,Titular,Em Exercício,415,0,0,
719,918,2,2015-11-02 13:14:39,152605,53,GLAUBER BRAGA,M,Bacharel em Direito,PSB,RJ,Suplente,Em Exercício,572,0,0,
720,721,2,2015-11-02 13:14:39,132504,55,ENIO VERRI,M,,PT,PR,Titular,Em Exercício,449,472,3,3215-5472
721,2091,2,2015-11-02 13:14:39,74693,54,RODRIGO MAIA,M,Bancário,DEM,RJ,Titular,Em Exercício,322,0,0,
722,1012,2,2015-11-02 13:14:39,74162,54,IRINY LOPES,F,OUTROS,PT,ES,Titular,Em Exercício,273,0,0,
723,1403,2,2015-11-02 13:14:39,73777,54,LUCIANO PIZZATTO,M,,DEM,PR,Suplente,Suplência,640,0,0,
724,1594,2,2015-11-02 13:14:39,164361,54,MARINA SANTANNA,F,,PT,GO,Suplente,Suplência,564,0,0,
725,1871,2,2015-11-02 13:14:39,141517,53,PAULO HENRIQUE LUSTOSA,M,Administrador e Consultor,PMDB,CE,Titular,Licenciado,106,0,0,
726,1003,2,2015-11-02 13:14:39,74421,54,INOCÊNCIO OLIVEIRA,M,Médico,PR,PE,Titular,Em Exercício,145,0,0,
727,2107,2,2015-11-02 13:14:39,73651,53,ROGERIO SILVA,M,"AGRICULTOR, COMERCIANTE",PP,MT,Suplente,Em Exercício,556,0,0,
728,550,2,2015-11-02 13:14:39,74172,53,DELEY,M,ATLETA PROFISSIONAL E TECNICO EM DESPORTOS,PSC,RJ,Titular,Em Exercício,297,0,0,
729,1637,2,2015-11-02 13:14:39,141507,54,MAURO MARIANI,M,Diretor de Empresas,PMDB,SC,Titular,Em Exercício,480,0,0,
730,1501,2,2015-11-02 13:14:39,74157,52,MARCELLO SIQUEIRA,M,ENGENHEIRO,PMDB,MG,Titular,Em Exercício,254,0,0,
731,390,2,2015-11-02 13:14:39,74651,53,CARLOS MELLES,M,Engenheiro Agrônomo e Empresário,PFL,MG,Titular,Em Exercício,226,0,0,
732,2186,2,2015-11-02 13:14:39,74762,55,SARAIVA FELIPE,M,Professor Universitário e Médico,PMDB,MG,Titular,Em Exercício,265,429,4,3215-5429
733,1054,2,2015-11-02 13:14:39,73926,53,JANETE CAPIBERIBE,F,,PSB,AP,Titular,Em Exercício,16,0,0,
734,1813,2,2015-11-02 13:14:39,74191,52,OSVALDO REIS,M,Empresário,PMDB,TO,Titular,Em Exercício,65,0,0,
735,481,2,2015-11-02 13:14:39,141408,54,CLEBER VERDE,M,"Vendedor Autônomo, Professor, Servidor Público, Político e Bacharel em Direito",PRB,MA,Titular,Em Exercício,70,0,0,
736,2206,2,2015-11-02 13:14:39,74360,52,SÉRGIO CARVALHO,M,Médico,PSDB,RO,Titular,Vacância,51,0,0,
737,805,2,2015-11-02 13:14:39,163831,54,FERNANDO JORDÃO,M,,PMDB,RJ,Suplente,Em Exercício,557,0,0,
738,2296,2,2015-11-02 13:14:39,160611,54,TONINHO PINHEIRO,M,Comerciante,PP,MG,Titular,Em Exercício,264,0,0,
739,1663,2,2015-11-02 13:14:39,73939,52,MIGUEL DE SOUZA,M,Engenheiro Civil,DEM,RO,Titular,Em Exercício,49,0,0,
740,297,2,2015-11-02 13:14:39,74040,55,BENJAMIN MARANHÃO,M,Cirurgião-Dentista,SD,PB,Titular,Em Exercício,131,458,4,3215-5458
741,2476,2,2015-11-02 13:14:39,73944,52,ZICO BRONZEADO,M,"Agricultor, Comerciário, Técnico em Contabilidade e Seringueiro",PT,AC,Titular,Em Exercício,59,0,0,
742,2297,2,2015-11-02 13:14:39,160611,55,TONINHO PINHEIRO,M,Comerciante,PP,MG,Titular,Em Exercício,264,584,3,3215-5584
743,415,2,2015-11-02 13:14:39,74799,52,CELCITA PINHEIRO,F,Professora,DEM,MT,Titular,Em Exercício,400,0,0,
744,1784,2,2015-11-02 13:14:39,74005,53,OLAVO CALHEIROS,M,Engenheiro Agrônomo,PMDB,AL,Titular,Em Exercício,171,0,0,
745,1743,2,2015-11-02 13:14:39,74165,53,NEUCIMAR FRAGA,M,Representante Comercial,PL,ES,Titular,Vacância,280,0,0,
746,303,2,2015-11-02 13:14:39,74321,52,BETINHO ROSADO,M,"Professor Universitário, Engenheiro Agrônomo e Economista",DEM,RN,Titular,Em Exercício,120,0,0,
747,1452,2,2015-11-02 13:14:39,162332,54,LUIZ NISHIMORI,M,,PSDB,PR,Efetivado,Em Exercício,542,0,0,
